t,mag
135705.740,1.013
135705.760,1.019
135705.780,1.019
135705.800,1.011
135705.820,1.010
135705.840,1.015
135705.860,1.006
135705.880,1.006
135705.900,1.008
135705.920,1.011
135705.940,1.009
135705.960,1.009
135705.980,1.017
135706.000,1.015
135706.020,1.011
135706.040,1.009
135706.060,1.009
135706.080,1.014
135706.100,1.010
135706.120,1.012
135706.140,1.010
135706.160,1.013
135706.180,1.011
135706.200,1.012
135706.220,1.011
135706.240,1.011
135706.260,1.010
135706.280,1.011
135706.300,1.012
135706.320,1.008
135706.340,1.008
135706.360,1.029
135706.380,1.010
135706.400,1.003
135706.420,1.007
135706.440,1.015
135706.460,1.013
135706.480,1.004
135706.500,1.014
135706.520,1.015
135706.540,1.012
135706.560,1.009
135706.580,1.014
135706.600,1.009
135706.620,1.008
135706.640,1.014
135706.660,1.012
135706.680,1.022
135706.700,1.014
135706.720,1.013
135706.740,1.008
135706.760,1.010
135706.780,1.010
135706.800,1.012
135706.820,1.010
135706.840,1.013
135706.860,1.010
135706.880,1.013
135706.900,1.011
135706.920,1.009
135706.940,1.013
135706.960,1.010
135706.980,1.017
135707.000,1.012
135707.020,1.009
135707.040,1.006
135707.060,1.013
135707.080,1.012
135707.100,1.013
135707.120,1.013
135707.140,1.014
135707.160,1.012
135707.180,1.008
135707.200,1.009
135707.220,1.009
135707.240,1.009
135707.260,1.017
135707.280,1.014
135707.300,1.011
135707.320,1.011
135707.340,1.011
135707.360,1.010
135707.380,1.012
135707.400,1.010
135707.420,1.012
135707.440,1.011
135707.460,1.010
135707.480,1.003
135707.500,1.012
135707.520,1.008
135707.540,1.012
135707.560,1.009
135707.580,1.014
135707.600,1.015
135707.620,1.013
135707.640,1.009
135707.660,1.009
135707.680,1.008
135707.700,1.013
135707.720,1.011
135707.740,1.010
135707.760,1.009
135707.780,1.014
135707.800,1.012
135707.820,1.009
135707.840,1.008
135707.860,1.007
135707.880,1.008
135707.900,0.997
135707.920,1.026
135707.940,1.007
135707.960,1.009
135707.980,1.013
135708.000,1.018
135708.020,1.010
135708.040,1.007
135708.060,1.008
135708.080,0.996
135708.100,0.995
135708.120,1.023
135708.140,1.027
135708.160,1.012
135708.180,1.004
135708.200,1.005
135708.220,1.016
135708.240,1.015
135708.260,1.014
135708.280,1.012
135708.300,1.015
135708.320,1.013
135708.340,1.008
135708.360,1.012
135708.380,1.016
135708.400,1.009
135708.420,1.009
135708.440,1.011
135708.460,1.013
135708.480,1.008
135708.500,1.009
135708.520,1.011
135708.540,1.017
135708.560,1.005
135708.580,1.010
135708.600,1.011
135708.620,1.004
135708.640,1.004
135708.660,1.013
135708.680,1.018
135708.700,1.018
135708.720,1.014
135708.740,1.021
135708.760,1.013
135708.780,1.004
135708.800,1.006
135708.820,1.011
135708.840,1.006
135708.860,1.004
135708.880,1.004
135708.900,1.007
135708.920,1.018
135708.940,1.003
135708.960,1.016
135708.980,1.020
135709.000,1.017
135709.020,1.005
135709.040,1.010
135709.060,1.009
135709.080,1.008
135709.100,1.002
135709.120,1.012
135709.140,1.007
135709.160,1.012
135709.180,1.006
135709.200,1.009
135709.220,1.016
135709.240,1.003
135709.260,1.013
135709.280,1.011
135709.300,1.010
135709.320,1.006
135709.340,1.014
135709.360,0.986
135709.380,1.014
135709.400,1.019
135709.420,1.007
135709.440,1.007
135709.460,1.029
135709.480,1.010
135709.500,1.009
135709.520,1.005
135709.540,1.012
135709.560,1.023
135709.580,1.012
135709.600,1.011
135709.620,1.016
135709.640,1.013
135709.660,1.003
135709.680,1.014
135709.700,1.014
135709.720,1.011
135709.740,1.008
135709.760,1.008
135709.780,1.011
135709.800,1.012
135709.820,1.013
135709.840,1.015
135709.860,1.014
135709.880,1.008
135709.900,1.012
135709.920,1.009
135709.940,1.009
135709.960,1.006
135709.980,1.023
135710.000,1.021
135710.020,1.015
135710.040,1.009
135710.060,1.009
135710.080,1.010
135710.100,1.013
135710.120,1.016
135710.140,1.019
135710.160,1.007
135710.180,1.011
135710.200,1.010
135710.220,1.008
135710.240,1.009
135710.260,1.009
135710.280,1.009
135710.300,1.013
135710.320,1.015
135710.340,1.013
135710.360,1.012
135710.380,1.011
135710.400,1.019
135710.420,1.009
135710.440,1.011
135710.460,1.009
135710.480,1.015
135710.500,1.013
135710.520,1.010
135710.540,1.007
135710.560,1.013
135710.580,1.009
135710.600,1.008
135710.620,1.010
135710.640,1.014
135710.660,1.007
135710.680,1.007
135710.700,1.013
135710.720,1.007
135710.740,1.013
135710.760,1.011
135710.780,1.010
135710.800,1.013
135710.820,1.010
135710.840,1.010
135710.860,1.008
135710.880,1.016
135710.900,1.013
135710.920,1.009
135710.940,1.013
135710.960,1.012
135710.980,1.011
135711.000,1.004
135711.020,1.005
135711.040,1.017
135711.060,1.010
135711.080,1.017
135711.100,1.021
135711.120,1.009
135711.140,1.006
135711.160,1.011
135711.180,1.005
135711.200,1.005
135711.220,1.016
135711.240,1.008
135711.260,1.006
135711.280,1.022
135711.300,1.014
135711.320,1.007
135711.340,1.014
135711.360,1.007
135711.380,1.012
135711.400,1.011
135711.420,1.012
135711.440,1.001
135711.460,1.011
135711.480,1.015
135711.500,1.006
135711.520,1.008
135711.540,1.018
135711.560,1.018
135711.580,1.023
135711.600,1.010
135711.620,1.003
135711.640,1.005
135711.660,1.012
135711.680,1.014
135711.700,1.013
135711.720,1.008
135711.740,1.015
135711.760,1.010
135711.780,0.998
135711.800,1.013
135711.820,1.014
135711.840,1.015
135711.860,1.009
135711.880,1.010
135711.900,1.011
135711.920,1.014
135711.940,1.010
135711.960,1.011
135711.980,1.012
135712.000,1.009
135712.020,1.011
135712.040,1.008
135712.060,1.020
135712.080,1.009
135712.100,1.012
135712.120,1.005
135712.140,1.019
135712.160,1.024
135712.180,1.010
135712.200,1.006
135712.220,1.010
135712.240,1.008
135712.260,1.009
135712.280,0.995
135712.300,1.012
135712.320,1.016
135712.340,1.008
135712.360,1.014
135712.380,1.016
135712.400,1.030
135712.420,1.005
135712.440,1.003
135712.460,1.012
135712.480,1.008
135712.500,1.011
135712.520,1.010
135712.540,1.010
135712.560,1.022
135712.580,1.011
135712.600,1.010
135712.620,1.013
135712.640,1.013
135712.660,1.008
135712.680,1.013
135712.700,1.014
135712.720,1.016
135712.740,1.014
135712.760,1.009
135712.780,1.007
135712.800,1.013
135712.820,1.013
135712.840,1.012
135712.860,1.019
135712.880,1.018
135712.900,1.009
135712.920,1.009
135712.940,1.010
135712.960,1.011
135712.980,1.019
135713.000,1.012
135713.020,1.012
135713.040,1.007
135713.060,1.008
135713.080,1.005
135713.100,1.018
135713.120,1.021
135713.140,1.013
135713.160,1.004
135713.180,1.013
135713.200,1.019
135713.220,1.005
135713.240,1.010
135713.260,1.011
135713.280,1.009
135713.300,1.011
135713.320,1.014
135713.340,1.019
135713.360,1.005
135713.380,1.008
135713.400,1.014
135713.420,1.013
135713.440,1.007
135713.460,1.013
135713.480,1.016
135713.500,1.012
135713.520,0.994
135713.540,1.018
135713.560,1.019
135713.580,1.012
135713.600,1.011
135713.620,1.015
135713.640,1.011
135713.660,1.011
135713.680,1.011
135713.700,1.009
135713.720,1.012
135713.740,1.013
135713.760,1.008
135713.780,1.015
135713.800,1.009
135713.820,1.011
135713.840,1.007
135713.860,1.010
135713.880,1.014
135713.900,1.014
135713.920,1.013
135713.940,1.014
135713.960,1.010
135713.980,1.009
135714.000,1.010
135714.020,1.011
135714.040,1.009
135714.060,1.010
135714.080,1.012
135714.100,1.012
135714.120,1.014
135714.140,1.010
135714.160,1.009
135714.180,1.012
135714.200,1.010
135714.220,1.011
135714.240,1.011
135714.260,1.012
135714.280,1.010
135714.300,1.011
135714.320,1.012
135714.340,1.010
135714.360,1.014
135714.380,1.012
135714.400,1.010
135714.420,1.011
135714.440,1.011
135714.460,1.008
135714.480,1.011
135714.500,1.010
135714.520,1.012
135714.540,1.010
135714.560,1.011
135714.580,1.013
135714.600,1.010
135714.620,1.011
135714.640,1.011
135714.660,1.011
135714.680,1.011
135714.700,1.011
135714.720,1.013
135714.740,1.012
135714.760,1.009
135714.780,1.009
135714.800,1.010
135714.820,1.011
135714.840,1.010
135714.860,1.010
135714.880,1.010
135714.900,1.012
135714.920,1.013
135714.940,1.010
135714.960,1.010
135714.980,1.010
135715.000,1.011
135715.020,1.009
135715.040,1.011
135715.060,1.008
135715.080,1.011
135715.100,1.013
135715.120,1.010
135715.140,1.013
135715.160,1.010
135715.180,1.014
135715.200,1.013
135715.220,1.012
135715.240,1.010
135715.260,1.013
135715.280,1.013
135715.300,1.009
135715.320,1.010
135715.340,1.010
135715.360,1.011
135715.380,1.011
135715.400,1.011
135715.420,1.011
135715.440,1.012
135715.460,1.009
135715.480,1.011
135715.500,1.013
135715.520,1.014
135715.540,1.008
135715.560,1.010
135715.580,1.011
135715.600,1.012
135715.620,1.010
135715.640,1.012
135715.660,1.010
135715.680,1.010
135715.700,1.015
135715.720,1.011
135715.740,1.012
135715.760,1.011
135715.780,1.011
135715.800,1.009
135715.820,1.012
135715.840,1.010
135715.860,1.012
135715.880,1.011
135715.900,1.011
135715.920,1.012
135715.940,1.013
135715.960,1.012
135715.980,1.014
135716.000,1.010
135716.020,1.010
135716.040,1.011
135716.060,1.013
135716.080,1.012
135716.100,1.011
135716.120,1.009
135716.140,1.011
135716.160,1.012
135716.180,1.012
135716.200,1.013
135716.220,1.010
135716.240,1.010
135716.260,1.012
135716.280,1.009
135716.300,1.012
135716.320,1.010
135716.340,1.013
135716.360,1.010
135716.380,1.014
135716.400,1.010
135716.420,1.009
135716.440,1.009
135716.460,1.008
135716.480,1.011
135716.500,1.010
135716.520,1.011
135716.540,1.011
135716.560,1.012
135716.580,1.014
135716.600,1.013
135716.620,1.013
135716.640,1.012
135716.660,1.011
135716.680,1.011
135716.700,1.014
135716.720,1.010
135716.740,1.011
135716.760,1.008
135716.780,1.011
135716.800,1.011
135716.820,1.010
135716.840,1.012
135716.860,1.011
135716.880,1.012
135716.900,1.012
135716.920,1.009
135716.940,1.010
135716.960,1.012
135716.980,1.010
135717.000,1.014
135717.020,1.013
135717.040,1.012
135717.060,1.011
135717.080,1.010
135717.100,1.010
135717.120,1.009
135717.140,1.010
135717.160,1.011
135717.180,1.012
135717.200,1.010
135717.220,1.011
135717.240,1.011
135717.260,1.013
135717.280,1.015
135717.300,1.011
135717.320,1.010
135717.340,1.013
135717.360,1.010
135717.380,1.014
135717.400,1.011
135717.420,1.012
135717.440,1.011
135717.460,1.013
135717.480,1.014
135717.500,1.012
135717.520,1.011
135717.540,1.011
135717.560,1.012
135717.580,1.011
135717.600,1.013
135717.620,1.012
135717.640,1.010
135717.660,1.012
135717.680,1.011
135717.700,1.010
135717.720,1.012
135717.740,1.010
135717.760,1.008
135717.780,1.011
135717.800,1.011
135717.820,1.013
135717.840,1.011
135717.860,1.011
135717.880,1.011
135717.900,1.010
135717.920,1.011
135717.940,1.012
135717.960,1.010
135717.980,1.011
135718.000,1.011
135718.020,1.012
135718.040,1.012
135718.060,1.011
135718.080,1.009
135718.100,1.009
135718.120,1.014
135718.140,1.011
135718.160,1.013
135718.180,1.010
135718.200,1.010
135718.220,1.013
135718.240,1.011
135718.260,1.010
135718.280,1.013
135718.300,1.010
135718.320,1.009
135718.340,1.011
135718.360,1.010
135718.380,1.012
135718.400,1.012
135718.420,1.011
135718.440,1.012
135718.460,1.012
135718.480,1.013
135718.500,1.009
135718.520,1.013
135718.540,1.010
135718.560,1.012
135718.580,1.011
135718.600,1.010
135718.620,1.012
135718.640,1.009
135718.660,1.012
135718.680,1.012
135718.700,1.014
135718.720,1.011
135718.740,1.011
135718.760,1.012
135718.780,1.011
135718.800,1.009
135718.820,1.010
135718.840,1.012
135718.860,1.013
135718.880,1.011
135718.900,1.011
135718.920,1.010
135718.940,1.012
135718.960,1.009
135718.980,1.011
135719.000,1.011
135719.020,1.011
135719.040,1.009
135719.060,1.010
135719.080,1.011
135719.100,1.009
135719.120,1.013
135719.140,1.011
135719.160,1.012
135719.180,1.012
135719.200,1.011
135719.220,1.011
135719.240,1.009
135719.260,1.012
135719.280,1.010
135719.300,1.011
135719.320,1.010
135719.340,1.011
135719.360,1.011
135719.380,1.011
135719.400,1.010
135719.420,1.012
135719.440,1.013
135719.460,1.013
135719.480,1.012
135719.500,1.011
135719.520,1.011
135719.540,1.010
135719.560,1.012
135719.580,1.011
135719.600,1.010
135719.620,1.009
135719.640,1.010
135719.660,1.012
135719.680,1.013
135719.700,1.010
135719.720,1.014
135719.740,1.009
135719.760,1.013
135719.780,1.011
135719.800,1.012
135719.820,1.011
135719.840,1.010
135719.860,1.013
135719.880,1.009
135719.900,1.019
135719.920,1.009
135719.940,1.013
135719.960,1.005
135719.980,1.015
135720.000,1.010
135720.020,1.010
135720.040,1.011
135720.060,1.010
135720.080,1.012
135720.100,1.010
135720.120,1.013
135720.140,1.012
135720.160,1.012
135720.180,1.010
135720.200,1.013
135720.220,1.011
135720.240,1.011
135720.260,1.011
135720.280,1.009
135720.300,1.011
135720.320,1.009
135720.340,1.015
135720.360,1.011
135720.380,1.012
135720.400,1.007
135720.420,1.015
135720.440,1.008
135720.460,1.012
135720.480,1.011
135720.500,1.012
135720.520,1.011
135720.540,1.011
135720.560,1.013
135720.580,1.009
135720.600,1.013
135720.620,1.011
135720.640,1.011
135720.660,1.013
135720.680,1.013
135720.700,1.012
135720.720,1.012
135720.740,1.012
135720.760,1.011
135720.780,1.014
135720.800,1.010
135720.820,1.011
135720.840,1.011
135720.860,1.011
135720.880,1.014
135720.900,1.010
135720.920,1.011
135720.940,1.008
135720.960,1.011
135720.980,1.012
135721.000,1.013
135721.020,1.010
135721.040,1.010
135721.060,1.011
135721.080,1.012
135721.100,1.010
135721.120,1.010
135721.140,1.014
135721.160,1.011
135721.180,1.010
135721.200,1.006
135721.220,1.012
135721.240,1.012
135721.260,1.012
135721.280,1.010
135721.300,1.014
135721.320,1.014
135721.340,1.009
135721.360,1.014
135721.380,1.008
135721.400,1.014
135721.420,1.006
135721.440,1.011
135721.460,1.010
135721.480,1.011
135721.500,1.013
135721.520,1.012
135721.540,1.014
135721.560,1.008
135721.580,1.010
135721.600,1.010
135721.620,1.014
135721.640,1.011
135721.660,1.011
135721.680,1.013
135721.700,1.009
135721.720,1.012
135721.740,1.011
135721.760,1.012
135721.780,1.010
135721.800,1.011
135721.820,1.012
135721.840,1.011
135721.860,1.014
135721.880,1.011
135721.900,1.014
135721.920,1.014
135721.940,1.009
135721.960,1.011
135721.980,1.010
135722.000,1.013
135722.020,1.008
135722.040,1.013
135722.060,1.010
135722.080,1.012
135722.100,1.012
135722.120,1.013
135722.140,1.011
135722.160,1.012
135722.180,1.011
135722.200,1.011
135722.220,1.010
135722.240,1.013
135722.260,1.012
135722.280,1.012
135722.300,1.011
135722.320,1.011
135722.340,1.014
135722.360,1.013
135722.380,1.012
135722.400,1.010
135722.420,1.012
135722.440,1.010
135722.460,1.013
135722.480,1.010
135722.500,1.012
135722.520,1.011
135722.540,1.011
135722.560,1.012
135722.580,1.013
135722.600,1.013
135722.620,1.011
135722.640,1.012
135722.660,1.012
135722.680,1.011
135722.700,1.011
135722.720,1.013
135722.740,1.011
135722.760,1.010
135722.780,1.011
135722.800,1.011
135722.820,1.007
135722.840,1.013
135722.860,1.011
135722.880,1.013
135722.900,1.010
135722.920,1.012
135722.940,1.009
135722.960,1.010
135722.980,1.011
135723.000,1.010
135723.020,1.011
135723.040,1.011
135723.060,1.013
135723.080,1.009
135723.100,1.011
135723.120,1.011
135723.140,1.014
135723.160,1.013
135723.180,1.012
135723.200,1.012
135723.220,1.011
135723.240,1.011
135723.260,1.009
135723.280,1.012
135723.300,1.010
135723.320,1.011
135723.340,1.012
135723.360,1.013
135723.380,1.010
135723.400,1.013
135723.420,1.010
135723.440,1.010
135723.460,1.019
135723.480,1.010
135723.500,1.010
135723.520,1.007
135723.540,1.015
135723.560,1.010
135723.580,1.010
135723.600,1.008
135723.620,1.009
135723.640,1.020
135723.660,1.009
135723.680,1.011
135723.700,1.008
135723.720,1.018
135723.740,1.012
135723.760,1.009
135723.780,1.011
135723.800,1.008
135723.820,1.015
135723.840,1.005
135723.860,1.014
135723.880,1.009
135723.900,1.011
135723.920,1.012
135723.940,1.014
135723.960,1.008
135723.980,1.011
135724.000,1.012
135724.020,1.012
135724.040,1.012
135724.060,1.014
135724.080,1.010
135724.100,1.010
135724.120,1.011
135724.140,1.011
135724.160,1.011
135724.180,1.009
135724.200,1.015
135724.220,1.013
135724.240,1.011
135724.260,1.013
135724.280,1.011
135724.300,1.012
135724.320,1.012
135724.340,1.010
135725.469,1.194
135725.489,1.033
135725.509,1.000
135725.529,1.006
135725.549,1.040
135725.569,1.150
135725.589,1.239
135725.609,2.033
135725.629,2.350
135725.649,2.035
135725.669,1.670
135725.689,1.174
135725.709,0.787
135725.729,0.653
135725.749,1.024
135725.769,1.293
135725.789,0.680
135725.809,0.782
135725.829,0.949
135725.849,1.269
135725.869,1.212
135725.889,1.056
135725.909,0.896
135725.929,1.230
135725.949,1.315
135725.969,1.091
135725.989,0.968
135726.016,0.831
135726.036,1.042
135726.056,0.918
135726.076,0.828
135726.096,0.855
135726.116,0.921
135726.136,1.056
135726.156,1.016
135726.176,0.933
135726.196,1.454
135726.216,1.294
135726.236,1.000
135726.256,0.827
135726.276,0.960
135726.296,1.100
135726.316,0.949
135726.336,1.059
135726.356,0.667
135726.376,0.822
135726.396,0.798
135726.416,1.201
135726.436,1.195
135726.456,1.032
135726.476,0.863
135726.496,0.889
135726.516,1.010
135726.536,1.084
135726.556,1.027
135726.576,0.954
135726.596,0.875
135726.616,0.986
135726.636,1.120
135726.656,1.011
135726.676,0.855
135726.696,0.869
135726.716,0.989
135726.736,0.999
135726.756,0.958
135726.776,0.965
135726.796,0.926
135726.816,0.882
135726.836,0.966
135726.856,1.036
135726.876,0.985
135726.896,0.971
135726.916,0.932
135726.936,0.970
135726.956,0.995
135726.976,0.954
135726.996,0.983
135727.016,0.931
135727.036,0.942
135727.056,0.965
135727.076,0.958
135727.096,0.969
135727.116,1.006
135727.136,0.971
135727.156,0.937
135727.176,0.947
135727.196,0.963
135727.216,0.972
135727.236,0.911
135727.256,1.070
135727.276,1.109
135727.296,0.957
135727.316,0.928
135727.336,1.029
135727.356,0.924
135727.376,1.035
135727.396,1.006
135727.416,0.981
135727.436,0.951
135727.456,1.018
135727.476,1.012
135727.496,0.911
135727.516,0.900
135727.536,0.992
135727.556,0.989
135727.576,0.940
135727.596,1.118
135727.616,0.930
135727.636,0.961
135727.656,1.048
135727.676,1.063
135727.696,0.971
135727.716,1.065
135727.736,0.997
135727.756,0.991
135727.776,0.993
135727.796,0.988
135727.816,0.994
135727.836,0.988
135727.856,0.903
135727.876,0.993
135727.896,0.988
135727.916,0.995
135727.936,1.061
135727.956,1.097
135727.976,1.042
135727.996,1.047
135728.016,1.041
135728.036,1.002
135728.056,1.038
135728.076,1.027
135728.096,0.964
135728.116,0.934
135728.136,0.897
135728.156,0.932
135728.176,0.989
135728.196,0.945
135728.216,0.943
135728.236,0.986
135728.256,0.971
135728.276,0.943
135728.296,1.039
135728.316,1.102
135728.336,1.067
135728.356,0.932
135728.376,0.997
135728.396,0.962
135728.416,0.927
135728.436,1.094
135728.456,0.962
135728.476,0.970
135728.496,0.969
135728.516,0.932
135728.536,0.981
135728.556,0.978
135728.576,0.984
135728.596,0.982
135728.616,0.957
135728.636,0.961
135728.656,0.978
135728.676,0.942
135728.696,0.942
135728.716,0.955
135728.736,1.011
135728.756,0.944
135728.776,0.976
135728.796,0.868
135728.816,0.945
135728.836,0.883
135728.856,1.015
135728.876,0.948
135728.896,0.994
135728.916,0.971
135728.936,0.939
135728.956,0.979
135728.976,0.893
135728.996,0.969
135729.016,1.024
135729.036,0.934
135729.056,1.006
135729.076,0.970
135729.096,0.957
135729.116,0.963
135729.136,0.990
135729.156,0.940
135729.176,0.992
135729.196,0.986
135729.216,0.975
135729.236,1.001
135729.256,1.025
135729.276,1.028
135729.296,1.072
135729.316,0.945
135729.336,0.966
135729.356,0.918
135729.376,0.891
135729.396,0.901
135729.416,0.929
135729.436,1.014
135729.456,0.983
135729.476,0.916
135729.496,1.007
135729.516,0.879
135729.536,1.544
135729.556,1.567
135729.576,1.362
135729.596,1.053
135729.616,0.813
135729.636,1.431
135729.656,1.025
135729.676,0.896
135729.696,1.374
135729.716,1.116
135729.736,1.232
135729.756,1.489
135729.776,1.172
135729.796,1.188
135729.816,1.126
135729.836,1.386
135729.856,1.376
135729.876,1.388
135729.896,1.310
135729.916,1.378
135729.936,1.354
135729.956,1.331
135729.976,1.273
135729.996,1.375
135730.016,1.161
135730.036,0.864
135730.056,0.791
135730.076,0.674
135730.096,0.650
135730.116,0.931
135730.136,1.075
135730.156,1.104
135730.176,1.006
135730.196,0.833
135730.216,0.929
135730.236,1.184
135730.256,1.441
135730.276,1.664
135730.296,1.502
135730.316,1.146
135730.336,1.191
135730.356,1.007
135730.376,0.948
135730.396,1.084
135730.416,1.107
135730.436,1.022
135730.456,1.014
135730.476,0.907
135730.496,0.787
135730.516,0.762
135730.536,0.878
135730.556,1.034
135730.576,1.052
135730.596,0.865
135730.616,0.893
135730.636,1.028
135730.656,0.856
135730.676,0.752
135730.696,0.911
135730.716,0.912
135730.736,1.135
135730.756,1.287
135730.776,1.575
135730.796,1.634
135730.816,1.120
135730.836,0.891
135730.856,0.653
135730.876,0.546
135730.896,0.896
135730.916,0.908
135730.936,0.855
135730.956,0.929
135730.976,0.721
135730.996,0.725
135731.016,0.753
135731.036,0.934
135731.056,1.051
135731.076,1.504
135731.096,1.913
135731.116,2.569
135731.136,3.400
135731.156,3.520
135731.176,3.523
135731.196,3.162
135731.216,1.951
135731.236,1.634
135731.256,3.859
135731.276,3.107
135731.296,2.136
135731.316,0.603
135731.336,3.129
135731.356,4.550
135731.376,3.289
135731.396,1.920
135731.416,1.122
135731.436,3.050
135731.456,4.139
135731.476,2.717
135731.496,1.082
135731.516,2.786
135731.536,2.766
135731.556,1.616
135731.576,1.260
135731.596,1.612
135731.616,1.296
135731.636,1.395
135731.656,1.352
135731.676,1.001
135731.696,0.741
135731.716,0.803
135731.736,1.715
135731.756,0.545
135731.776,0.966
135731.796,1.103
135731.816,1.123
135731.836,0.972
135731.856,0.854
135731.876,1.116
135731.896,1.207
135731.916,1.165
135731.936,1.045
135731.956,0.934
135731.976,0.839
135731.996,0.921
135732.016,1.176
135732.036,1.023
135732.056,0.975
135732.076,0.864
135732.096,0.821
135732.116,1.253
135732.136,1.086
135732.156,1.056
135732.176,0.926
135732.196,1.073
135732.216,1.389
135732.236,1.464
135732.256,1.438
135732.276,1.327
135732.296,0.870
135732.316,1.159
135732.336,0.966
135732.356,0.549
135732.376,1.182
135732.396,1.069
135732.416,0.945
135732.436,1.057
135732.456,1.065
135732.476,0.925
135732.496,1.067
135732.516,1.429
135732.536,1.483
135732.556,1.107
135732.576,0.985
135732.596,0.952
135732.616,0.648
135732.636,0.463
135732.656,0.459
135732.676,0.535
135732.696,1.362
135732.716,1.444
135732.736,1.004
135732.756,1.310
135732.776,0.737
135732.796,0.946
135732.816,0.782
135732.836,0.930
135732.856,0.899
135732.876,0.707
135732.896,1.147
135732.916,1.296
135732.936,1.205
135732.956,1.278
135732.976,0.903
135733.000,0.915
135733.020,1.054
135733.040,1.379
135733.060,1.399
135733.080,1.437
135733.100,1.354
135733.120,1.337
135733.140,1.265
135733.160,1.139
135733.180,1.033
135733.200,1.115
135733.220,1.049
135733.240,0.822
135733.260,0.907
135733.280,0.700
135733.300,0.869
135733.320,1.103
135733.340,1.081
135733.360,1.011
135733.380,1.091
135733.400,0.961
135733.420,0.976
135733.440,0.923
135733.460,0.929
135733.480,0.699
135733.500,0.710
135733.520,0.984
135733.540,1.017
135733.560,0.985
135733.580,1.018
135733.600,1.112
135733.620,1.072
135733.640,0.950
135733.660,0.920
135733.680,0.912
135733.700,1.040
135733.720,1.105
135733.740,1.139
135733.760,1.032
135733.780,1.168
135733.800,1.300
135733.820,1.134
135733.840,1.065
135733.860,1.066
135733.880,1.113
135733.900,1.133
135733.920,0.994
135733.940,0.891
135733.960,0.794
135733.980,0.716
135734.000,0.600
135734.020,0.845
135734.040,0.896
135734.060,0.778
135734.080,0.837
135734.100,1.082
135734.120,1.026
135734.140,0.761
135734.160,0.739
135734.180,1.260
135734.200,1.285
135734.220,1.076
135734.240,0.971
135734.260,1.680
135734.280,1.474
135734.300,1.470
135734.320,1.061
135734.340,1.012
135734.360,0.889
135734.380,1.051
135734.400,0.965
135734.420,0.793
135734.440,0.811
135734.460,0.890
135734.480,0.985
135734.500,1.010
135734.520,0.936
135734.540,0.917
135734.560,0.971
135734.580,1.003
135734.600,1.003
135734.620,1.029
135734.640,1.005
135734.660,0.962
135734.680,0.940
135734.700,1.003
135734.720,0.974
135734.740,1.143
135734.760,0.976
135734.780,0.956
135734.800,0.968
135734.820,1.009
135734.840,1.098
135734.860,0.916
135734.880,0.996
135734.900,1.038
135734.920,1.011
135734.940,0.978
135734.960,1.001
135734.980,0.980
135735.000,0.977
135735.020,1.365
135735.040,1.179
135735.060,1.131
135735.080,1.500
135735.100,1.217
135735.120,0.656
135735.140,0.691
135735.160,0.486
135735.180,0.779
135735.200,1.089
135735.220,0.816
135735.240,1.070
135735.260,0.819
135735.280,0.749
135735.300,0.955
135735.320,1.057
135735.340,1.063
135735.360,0.849
135735.380,0.856
135735.400,0.838
135735.420,0.743
135735.440,0.995
135735.460,1.132
135735.480,1.301
135735.500,1.012
135735.520,1.740
135735.540,0.481
135735.560,1.087
135735.580,1.360
135735.600,0.677
135735.620,1.100
135735.640,1.065
135735.660,1.085
135735.680,0.883
135735.700,0.896
135735.720,0.901
135735.740,0.906
135735.760,1.074
135735.780,0.920
135735.800,0.903
135735.820,0.848
135735.840,0.965
135735.860,1.032
135735.880,0.986
135735.900,0.956
135735.920,1.145
135735.940,0.986
135735.960,0.933
135735.980,0.928
135736.000,0.957
135736.016,0.988
135736.036,0.968
135736.056,0.963
135736.076,0.811
135736.096,1.120
135736.116,0.909
135736.136,0.929
135736.156,0.808
135736.176,0.903
135736.196,0.861
135736.216,0.894
135736.236,0.861
135736.256,0.833
135736.276,0.810
135736.296,0.939
135736.316,1.123
135736.336,0.876
135736.356,0.809
135736.376,0.884
135736.396,0.946
135736.416,1.037
135736.436,1.105
135736.456,1.095
135736.476,0.910
135736.496,1.046
135736.516,1.159
135736.536,1.079
135736.556,1.062
135736.576,1.033
135736.596,1.033
135736.616,0.996
135736.636,0.960
135736.656,1.004
135736.676,1.128
135736.696,1.089
135736.716,0.992
135736.736,1.040
135736.756,0.969
135736.776,1.009
135736.796,1.007
135736.816,0.998
135736.836,0.938
135736.856,0.968
135736.876,0.986
135736.896,0.925
135736.916,0.994
135736.936,0.981
135736.956,0.932
135736.976,0.964
135736.996,0.981
135737.000,1.038
135737.020,1.064
135737.040,1.010
135737.060,0.906
135737.080,0.942
135737.100,0.992
135737.120,1.031
135737.140,1.024
135737.160,1.034
135737.180,0.914
135737.200,0.910
135737.220,0.936
135737.240,0.908
135737.260,0.912
135737.280,0.966
135737.300,1.079
135737.320,1.018
135737.340,0.839
135737.360,0.930
135737.380,1.036
135737.400,0.850
135737.420,0.966
135737.440,0.991
135737.460,1.077
135737.480,0.994
135737.500,0.937
135737.520,0.895
135737.540,0.927
135737.560,0.940
135737.580,0.946
135737.600,0.925
135737.620,0.950
135737.640,0.988
135737.660,0.987
135737.680,1.087
135737.700,0.995
135737.720,0.888
135737.740,0.954
135737.760,1.016
135737.780,1.035
135737.800,0.957
135737.820,1.024
135737.840,0.974
135737.860,0.842
135737.880,0.874
135737.900,0.943
135737.920,0.927
