t_s,ax,ay,az
17.1250,0.0000,0.0000,1.1521
17.1300,0.0000,0.0000,0.8945
17.1350,0.0000,0.0000,1.1198
17.1400,0.0000,0.0000,0.9454
17.1450,0.0000,0.0000,1.0951
17.1500,0.0000,0.0000,1.0672
17.1550,0.0000,0.0000,1.2140
17.1600,0.0000,0.0000,1.1107
17.1650,0.0000,0.0000,1.0107
17.1700,0.0000,0.0000,1.0645
17.1750,0.0000,0.0000,0.8696
17.1800,0.0000,0.0000,1.0486
17.1850,0.0000,0.0000,1.1058
17.1900,0.0000,0.0000,1.0768
17.1950,0.0000,0.0000,0.9837
17.2000,0.0000,0.0000,1.0806
17.2050,0.0000,0.0000,1.0779
17.2100,0.0000,0.0000,1.0888
17.2150,0.0000,0.0000,0.9353
17.2200,0.0000,0.0000,1.1406
17.2250,0.0000,0.0000,1.0441
17.2300,0.0000,0.0000,0.9084
17.2350,0.0000,0.0000,1.0277
17.2400,0.0000,0.0000,1.1843
17.2450,0.0000,0.0000,1.2306
17.2500,0.0000,0.0000,1.0127
17.2550,0.0000,0.0000,0.9543
17.2600,0.0000,0.0000,1.0065
17.2650,0.0000,0.0000,1.1288
17.2700,0.0000,0.0000,1.2085
17.2750,0.0000,0.0000,1.0677
17.2800,0.0000,0.0000,1.0192
17.2850,0.0000,0.0000,1.2204
17.2900,0.0000,0.0000,1.1015
17.2950,0.0000,0.0000,0.9565
17.3000,0.0000,0.0000,1.0209
17.3050,0.0000,0.0000,1.1582
17.3100,0.0000,0.0000,1.0101
17.3150,0.0000,0.0000,1.0526
17.3200,0.0000,0.0000,0.9672
17.3250,0.0000,0.0000,1.1137
17.3300,0.0000,0.0000,1.2217
17.3350,0.0000,0.0000,1.1937
17.3400,0.0000,0.0000,1.0017
17.3450,0.0000,0.0000,0.9169
17.3500,0.0000,0.0000,1.2213
17.3550,0.0000,0.0000,1.1342
17.3600,0.0000,0.0000,0.8680
17.3650,0.0000,0.0000,1.2186
17.3700,0.0000,0.0000,0.9949
17.3750,0.0000,0.0000,0.9777
17.3800,0.0000,0.0000,1.0508
17.3850,0.0000,0.0000,0.8882
17.3900,0.0000,0.0000,0.9186
17.3950,0.0000,0.0000,1.2184
17.4000,0.0000,0.0000,1.0170
17.4050,0.0000,0.0000,1.1078
17.4100,0.0000,0.0000,1.2086
17.4150,0.0000,0.0000,1.0939
17.4200,0.0000,0.0000,1.0391
17.4250,0.0000,0.0000,1.1191
17.4300,0.0000,0.0000,1.2471
17.4350,0.0000,0.0000,1.1107
17.4400,0.0000,0.0000,1.0064
17.4450,0.0000,0.0000,1.2833
17.4500,0.0000,0.0000,1.2233
17.4550,0.0000,0.0000,0.9121
17.4600,0.0000,0.0000,1.0962
17.4650,0.0000,0.0000,1.3335
17.4700,0.0000,0.0000,0.8836
17.4750,0.0000,0.0000,0.8877
17.4800,0.0000,0.0000,1.1379
17.4850,0.0000,0.0000,0.9926
17.4900,0.0000,0.0000,0.8689
17.4950,0.0000,0.0000,1.2306
17.5000,0.0000,0.0000,1.0363
17.5050,0.0000,0.0000,1.1031
17.5100,0.0000,0.0000,1.1986
17.5150,0.0000,0.0000,1.0862
17.5200,0.0000,0.0000,0.9482
17.5250,0.0000,0.0000,1.3218
17.5300,0.0000,0.0000,1.1705
17.5350,0.0000,0.0000,1.0578
17.5400,0.0000,0.0000,1.0110
17.5450,0.0000,0.0000,0.8904
17.5500,0.0000,0.0000,1.1366
17.5550,0.0000,0.0000,0.8991
17.5600,0.0000,0.0000,1.2687
17.5650,0.0000,0.0000,0.8236
17.5700,0.0000,0.0000,1.1552
17.5750,0.0000,0.0000,0.9253
17.5800,0.0000,0.0000,0.9308
17.5850,0.0000,0.0000,1.1371
17.5900,0.0000,0.0000,1.0665
17.5950,0.0000,0.0000,1.1396
17.6000,0.0000,0.0000,0.9212
17.6050,0.0000,0.0000,1.0333
17.6100,0.0000,0.0000,1.0103
17.6150,0.0000,0.0000,1.0816
17.6200,0.0000,0.0000,1.1558
17.6250,0.0000,0.0000,1.0358
17.6300,0.0000,0.0000,0.9383
17.6350,0.0000,0.0000,1.0623
17.6400,0.0000,0.0000,0.8520
17.6450,0.0000,0.0000,0.9767
17.6500,0.0000,0.0000,1.1990
17.6550,0.0000,0.0000,0.9860
17.6600,0.0000,0.0000,1.1537
17.6650,0.0000,0.0000,1.0038
17.6700,0.0000,0.0000,0.9400
17.6750,0.0000,0.0000,1.0657
17.6800,0.0000,0.0000,1.1087
17.6850,0.0000,0.0000,1.0335
17.6900,0.0000,0.0000,1.0789
17.6950,0.0000,0.0000,1.2492
17.7000,0.0000,0.0000,1.0497
17.7050,0.0000,0.0000,1.0904
17.7100,0.0000,0.0000,0.9553
17.7150,0.0000,0.0000,1.1445
17.7200,0.0000,0.0000,0.9619
17.7250,0.0000,0.0000,1.0701
17.7300,0.0000,0.0000,0.9884
17.7350,0.0000,0.0000,1.1259
17.7400,0.0000,0.0000,1.1095
17.7450,0.0000,0.0000,1.1720
17.7500,0.0000,0.0000,1.0554
17.7550,0.0000,0.0000,1.1219
17.7600,0.0000,0.0000,1.2701
17.7650,0.0000,0.0000,0.9362
17.7700,0.0000,0.0000,0.9364
17.7750,0.0000,0.0000,1.1444
17.7800,0.0000,0.0000,1.0625
17.7850,0.0000,0.0000,1.0565
17.7900,0.0000,0.0000,0.7546
17.7950,0.0000,0.0000,1.0185
17.8000,0.0000,0.0000,1.1586
17.8050,0.0000,0.0000,1.1046
17.8100,0.0000,0.0000,1.0464
17.8150,0.0000,0.0000,1.0246
17.8200,0.0000,0.0000,0.9612
17.8250,0.0000,0.0000,0.9925
17.8300,0.0000,0.0000,1.0465
17.8350,0.0000,0.0000,0.8171
17.8400,0.0000,0.0000,1.1950
17.8450,0.0000,0.0000,0.8994
17.8500,0.0000,0.0000,1.1894
17.8550,0.0000,0.0000,1.1307
17.8600,0.0000,0.0000,0.9444
17.8650,0.0000,0.0000,1.0015
17.8700,0.0000,0.0000,1.0795
17.8750,0.0000,0.0000,1.1673
17.8800,0.0000,0.0000,0.9294
17.8850,0.0000,0.0000,1.0949
17.8900,0.0000,0.0000,1.1202
17.8950,0.0000,0.0000,1.0116
17.9000,0.0000,0.0000,1.0779
17.9050,0.0000,0.0000,0.9832
17.9100,0.0000,0.0000,0.9879
17.9150,0.0000,0.0000,0.9148
17.9200,0.0000,0.0000,0.9276
17.9250,0.0000,0.0000,1.1192
17.9300,0.0000,0.0000,1.0912
17.9350,0.0000,0.0000,1.0969
17.9400,0.0000,0.0000,0.9671
17.9450,0.0000,0.0000,1.0746
17.9500,0.0000,0.0000,1.1367
17.9550,0.0000,0.0000,0.8808
17.9600,0.0000,0.0000,0.9051
17.9650,0.0000,0.0000,0.8977
17.9700,0.0000,0.0000,1.0407
17.9750,0.0000,0.0000,1.0461
17.9800,0.0000,0.0000,1.2494
17.9850,0.0000,0.0000,1.1498
17.9900,0.0000,0.0000,0.7078
17.9950,0.0000,0.0000,1.0550
18.0000,0.0000,0.0000,0.9763
18.0050,0.0000,0.0000,1.1348
18.0100,0.0000,0.0000,0.8906
18.0150,0.0000,0.0000,0.8411
18.0200,0.0000,0.0000,0.9040
18.0250,0.0000,0.0000,1.0880
18.0300,0.0000,0.0000,0.9725
18.0350,0.0000,0.0000,1.0964
18.0400,0.0000,0.0000,1.2426
18.0450,0.0000,0.0000,0.8811
18.0500,0.0000,0.0000,0.9649
18.0550,0.0000,0.0000,1.0506
18.0600,0.0000,0.0000,1.1167
18.0650,0.0000,0.0000,0.9268
18.0700,0.0000,0.0000,1.0216
18.0750,0.0000,0.0000,0.8988
18.0800,0.0000,0.0000,1.1968
18.0850,0.0000,0.0000,1.1188
18.0900,0.0000,0.0000,1.2443
18.0950,0.0000,0.0000,1.1960
18.1000,0.0000,0.0000,1.0746
18.1050,0.0000,0.0000,1.1169
18.1100,0.0000,0.0000,1.1049
18.1150,0.0000,0.0000,1.0219
18.1200,0.0000,0.0000,0.9886
18.1250,0.0000,0.0000,0.9765
18.1300,0.0000,0.0000,1.0508
18.1350,0.0000,0.0000,1.0461
18.1400,0.0000,0.0000,1.1616
18.1450,0.0000,0.0000,1.0297
18.1500,0.0000,0.0000,1.0477
18.1550,0.0000,0.0000,1.2147
18.1600,0.0000,0.0000,0.9543
18.1650,0.0000,0.0000,0.8874
18.1700,0.0000,0.0000,1.3011
18.1750,0.0000,0.0000,0.8761
18.1800,0.0000,0.0000,0.9410
18.1850,0.0000,0.0000,1.2076
18.1900,0.0000,0.0000,0.9867
18.1950,0.0000,0.0000,0.9404
18.2000,0.0000,0.0000,1.0194
18.2050,0.0000,0.0000,0.9805
18.2100,0.0000,0.0000,0.8905
18.2150,0.0000,0.0000,0.7801
18.2200,0.0000,0.0000,0.9026
18.2250,0.0000,0.0000,0.8592
18.2300,0.0000,0.0000,0.9429
18.2350,0.0000,0.0000,0.9054
18.2400,0.0000,0.0000,1.0985
18.2450,0.0000,0.0000,1.0832
18.2500,0.0000,0.0000,0.9253
18.2550,0.0000,0.0000,1.2108
18.2600,0.0000,0.0000,1.2372
18.2650,0.0000,0.0000,0.7890
18.2700,0.0000,0.0000,0.8795
18.2750,0.0000,0.0000,1.2260
18.2800,0.0000,0.0000,1.0250
18.2850,0.0000,0.0000,0.9906
18.2900,0.0000,0.0000,0.9527
18.2950,0.0000,0.0000,0.9879
18.3000,0.0000,0.0000,1.1170
18.3050,0.0000,0.0000,1.0650
18.3100,0.0000,0.0000,0.9814
18.3150,0.0000,0.0000,0.9293
18.3200,0.0000,0.0000,0.9414
18.3250,0.0000,0.0000,1.1251
18.3300,0.0000,0.0000,0.9411
18.3350,0.0000,0.0000,0.9828
18.3400,0.0000,0.0000,1.0086
18.3450,0.0000,0.0000,1.0165
18.3500,0.0000,0.0000,0.8436
18.3550,0.0000,0.0000,1.3189
18.3600,0.0000,0.0000,1.0761
18.3650,0.0000,0.0000,1.1823
18.3700,0.0000,0.0000,0.8547
18.3750,0.0000,0.0000,0.8050
18.3800,0.0000,0.0000,1.0098
18.3850,0.0000,0.0000,0.9547
18.3900,0.0000,0.0000,0.8855
18.3950,0.0000,0.0000,1.1935
18.4000,0.0000,0.0000,0.8502
18.4050,0.0000,0.0000,0.8061
18.4100,0.0000,0.0000,1.2174
18.4150,0.0000,0.0000,1.0384
18.4200,0.0000,0.0000,0.8242
18.4250,0.0000,0.0000,1.1199
18.4300,0.0000,0.0000,0.8934
18.4350,0.0000,0.0000,0.9344
18.4400,0.0000,0.0000,0.9631
18.4450,0.0000,0.0000,0.9852
18.4500,0.0000,0.0000,1.2135
18.4550,0.0000,0.0000,0.8924
18.4600,0.0000,0.0000,0.8853
18.4650,0.0000,0.0000,0.8484
18.4700,0.0000,0.0000,0.9760
18.4750,0.0000,0.0000,0.8582
18.4800,0.0000,0.0000,0.9940
18.4850,0.0000,0.0000,1.1594
18.4900,0.0000,0.0000,1.2258
18.4950,0.0000,0.0000,0.9605
18.5000,0.0000,0.0000,1.0059
18.5050,0.0000,0.0000,0.9154
18.5100,0.0000,0.0000,0.9470
18.5150,0.0000,0.0000,1.0734
18.5200,0.0000,0.0000,0.7456
18.5250,0.0000,0.0000,0.8809
18.5300,0.0000,0.0000,0.8665
18.5350,0.0000,0.0000,0.8721
18.5400,0.0000,0.0000,0.9141
18.5450,0.0000,0.0000,1.0136
18.5500,0.0000,0.0000,0.9480
18.5550,0.0000,0.0000,1.3190
18.5600,0.0000,0.0000,1.1253
18.5650,0.0000,0.0000,0.8835
18.5700,0.0000,0.0000,0.9452
18.5750,0.0000,0.0000,0.8989
18.5800,0.0000,0.0000,1.0041
18.5850,0.0000,0.0000,0.9810
18.5900,0.0000,0.0000,1.0571
18.5950,0.0000,0.0000,0.9854
18.6000,0.0000,0.0000,1.1323
18.6050,0.0000,0.0000,0.9569
18.6100,0.0000,0.0000,0.9849
18.6150,0.0000,0.0000,1.0263
18.6200,0.0000,0.0000,0.9937
18.6250,0.0000,0.0000,0.9760
18.6300,0.0000,0.0000,1.0451
18.6350,0.0000,0.0000,1.0548
18.6400,0.0000,0.0000,1.0209
18.6450,0.0000,0.0000,1.0441
18.6500,0.0000,0.0000,0.9275
18.6550,0.0000,0.0000,0.9270
18.6600,0.0000,0.0000,1.1068
18.6650,0.0000,0.0000,1.1263
18.6700,0.0000,0.0000,0.9381
18.6750,0.0000,0.0000,1.1359
18.6800,0.0000,0.0000,0.9292
18.6850,0.0000,0.0000,1.1502
18.6900,0.0000,0.0000,1.0640
18.6950,0.0000,0.0000,0.9744
18.7000,0.0000,0.0000,1.0338
18.7050,0.0000,0.0000,0.8926
18.7100,0.0000,0.0000,0.9134
18.7150,0.0000,0.0000,0.9045
18.7200,0.0000,0.0000,1.0655
18.7250,0.0000,0.0000,1.0448
18.7300,0.0000,0.0000,0.9351
18.7350,0.0000,0.0000,0.9741
18.7400,0.0000,0.0000,0.8414
18.7450,0.0000,0.0000,0.9428
18.7500,0.0000,0.0000,0.8366
18.7550,0.0000,0.0000,1.1209
18.7600,0.0000,0.0000,1.0577
18.7650,0.0000,0.0000,0.8844
18.7700,0.0000,0.0000,0.8941
18.7750,0.0000,0.0000,1.1569
18.7800,0.0000,0.0000,0.9704
18.7850,0.0000,0.0000,0.8188
18.7900,0.0000,0.0000,0.8793
18.7950,0.0000,0.0000,0.8898
18.8000,0.0000,0.0000,0.9366
18.8050,0.0000,0.0000,0.8055
18.8100,0.0000,0.0000,1.0250
18.8150,0.0000,0.0000,0.8820
18.8200,0.0000,0.0000,1.1799
18.8250,0.0000,0.0000,1.0578
18.8300,0.0000,0.0000,0.7745
18.8350,0.0000,0.0000,0.8486
18.8400,0.0000,0.0000,0.9546
18.8450,0.0000,0.0000,0.7528
18.8500,0.0000,0.0000,0.8049
18.8550,0.0000,0.0000,1.1427
18.8600,0.0000,0.0000,0.8671
18.8650,0.0000,0.0000,0.8755
18.8700,0.0000,0.0000,0.9841
18.8750,0.0000,0.0000,1.0041
18.8800,0.0000,0.0000,0.9701
18.8850,0.0000,0.0000,1.0615
18.8900,0.0000,0.0000,0.8754
18.8950,0.0000,0.0000,1.1024
18.9000,0.0000,0.0000,1.1058
18.9050,0.0000,0.0000,0.9175
18.9100,0.0000,0.0000,0.9469
18.9150,0.0000,0.0000,0.9406
18.9200,0.0000,0.0000,0.9060
18.9250,0.0000,0.0000,0.8152
18.9300,0.0000,0.0000,0.9741
18.9350,0.0000,0.0000,0.8451
18.9400,0.0000,0.0000,0.8657
18.9450,0.0000,0.0000,0.8414
18.9500,0.0000,0.0000,0.9792
18.9550,0.0000,0.0000,0.8283
18.9600,0.0000,0.0000,1.0635
18.9650,0.0000,0.0000,0.7380
18.9700,0.0000,0.0000,0.8142
18.9750,0.0000,0.0000,0.9273
18.9800,0.0000,0.0000,0.9133
18.9850,0.0000,0.0000,0.8132
18.9900,0.0000,0.0000,1.2277
18.9950,0.0000,0.0000,0.9003
19.0000,0.0000,0.0000,0.7694
19.0050,0.0000,0.0000,0.9550
19.0100,0.0000,0.0000,1.1568
19.0150,0.0000,0.0000,1.1124
19.0200,0.0000,0.0000,0.9317
19.0250,0.0000,0.0000,0.9331
19.0300,0.0000,0.0000,1.1831
19.0350,0.0000,0.0000,0.9664
19.0400,0.0000,0.0000,0.9842
19.0450,0.0000,0.0000,0.7883
19.0500,0.0000,0.0000,0.8772
19.0550,0.0000,0.0000,1.0016
19.0600,0.0000,0.0000,0.6907
19.0650,0.0000,0.0000,0.9777
19.0700,0.0000,0.0000,0.9262
19.0750,0.0000,0.0000,0.9244
19.0800,0.0000,0.0000,0.9643
19.0850,0.0000,0.0000,0.9993
19.0900,0.0000,0.0000,1.1045
19.0950,0.0000,0.0000,0.7763
19.1000,0.0000,0.0000,1.0642
19.1050,0.0000,0.0000,0.8932
19.1100,0.0000,0.0000,0.9331
19.1150,0.0000,0.0000,0.9893
19.1200,0.0000,0.0000,0.9467
19.1250,0.0000,0.0000,1.0603
19.1300,0.0000,0.0000,0.8664
19.1350,0.0000,0.0000,1.0202
19.1400,0.0000,0.0000,0.9175
19.1450,0.0000,0.0000,0.7150
19.1500,0.0000,0.0000,0.7895
19.1550,0.0000,0.0000,1.1023
19.1600,0.0000,0.0000,0.9253
19.1650,0.0000,0.0000,1.0411
19.1700,0.0000,0.0000,0.9650
19.1750,0.0000,0.0000,0.9003
19.1800,0.0000,0.0000,1.2846
19.1850,0.0000,0.0000,1.1213
19.1900,0.0000,0.0000,0.8289
19.1950,0.0000,0.0000,0.9723
19.2000,0.0000,0.0000,0.9848
19.2050,0.0000,0.0000,0.7001
19.2100,0.0000,0.0000,0.8006
19.2150,0.0000,0.0000,1.1079
19.2200,0.0000,0.0000,1.1235
19.2250,0.0000,0.0000,1.1325
19.2300,0.0000,0.0000,0.8489
19.2350,0.0000,0.0000,1.0115
19.2400,0.0000,0.0000,0.9955
19.2450,0.0000,0.0000,0.9548
19.2500,0.0000,0.0000,0.9047
19.2550,0.0000,0.0000,0.9883
19.2600,0.0000,0.0000,0.7351
19.2650,0.0000,0.0000,0.6082
19.2700,0.0000,0.0000,0.9022
19.2750,0.0000,0.0000,1.1458
19.2800,0.0000,0.0000,0.8075
19.2850,0.0000,0.0000,0.8669
19.2900,0.0000,0.0000,0.9748
19.2950,0.0000,0.0000,0.8153
19.3000,0.0000,0.0000,0.9851
19.3050,0.0000,0.0000,0.8895
19.3100,0.0000,0.0000,0.8908
19.3150,0.0000,0.0000,0.8179
19.3200,0.0000,0.0000,0.9799
19.3250,0.0000,0.0000,1.0341
19.3300,0.0000,0.0000,1.1140
19.3350,0.0000,0.0000,0.8976
19.3400,0.0000,0.0000,0.8112
19.3450,0.0000,0.0000,0.9555
19.3500,0.0000,0.0000,1.0519
19.3550,0.0000,0.0000,0.8149
19.3600,0.0000,0.0000,1.0031
19.3650,0.0000,0.0000,1.2323
19.3700,0.0000,0.0000,1.0757
19.3750,0.0000,0.0000,0.7840
19.3800,0.0000,0.0000,0.9089
19.3850,0.0000,0.0000,0.7806
19.3900,0.0000,0.0000,0.8071
19.3950,0.0000,0.0000,1.2501
19.4000,0.0000,0.0000,0.9380
19.4050,0.0000,0.0000,0.8852
19.4100,0.0000,0.0000,1.0017
19.4150,0.0000,0.0000,0.8376
19.4200,0.0000,0.0000,1.1860
19.4250,0.0000,0.0000,1.0485
19.4300,0.0000,0.0000,0.9752
19.4350,0.0000,0.0000,1.0802
19.4400,0.0000,0.0000,1.0773
19.4450,0.0000,0.0000,1.0384
19.4500,0.0000,0.0000,0.7405
19.4550,0.0000,0.0000,0.9042
19.4600,0.0000,0.0000,1.1967
19.4650,0.0000,0.0000,0.8858
19.4700,0.0000,0.0000,0.8988
19.4750,0.0000,0.0000,0.8520
19.4800,0.0000,0.0000,1.0386
19.4850,0.0000,0.0000,0.9263
19.4900,0.0000,0.0000,0.8966
19.4950,0.0000,0.0000,1.1009
19.5000,0.0000,0.0000,0.8547
19.5050,0.0000,0.0000,1.0745
19.5100,0.0000,0.0000,1.0269
19.5150,0.0000,0.0000,1.0207
19.5200,0.0000,0.0000,1.0869
19.5250,0.0000,0.0000,0.9774
19.5300,0.0000,0.0000,0.9750
19.5350,0.0000,0.0000,1.1817
19.5400,0.0000,0.0000,0.9591
19.5450,0.0000,0.0000,1.0404
19.5500,0.0000,0.0000,0.9462
19.5550,0.0000,0.0000,0.8857
19.5600,0.0000,0.0000,1.0412
19.5650,0.0000,0.0000,0.8384
19.5700,0.0000,0.0000,1.0793
19.5750,0.0000,0.0000,1.1105
19.5800,0.0000,0.0000,1.0673
19.5850,0.0000,0.0000,0.9630
19.5900,0.0000,0.0000,0.8232
19.5950,0.0000,0.0000,0.9142
19.6000,0.0000,0.0000,1.3039
19.6050,0.0000,0.0000,0.8571
19.6100,0.0000,0.0000,1.0755
19.6150,0.0000,0.0000,1.0111
19.6200,0.0000,0.0000,1.0113
19.6250,0.0000,0.0000,0.8506
19.6300,0.0000,0.0000,0.8131
19.6350,0.0000,0.0000,0.9590
19.6400,0.0000,0.0000,1.0019
19.6450,0.0000,0.0000,0.9715
19.6500,0.0000,0.0000,1.0655
19.6550,0.0000,0.0000,0.8971
19.6600,0.0000,0.0000,0.8260
19.6650,0.0000,0.0000,1.0233
19.6700,0.0000,0.0000,0.9732
19.6750,0.0000,0.0000,0.7181
19.6800,0.0000,0.0000,1.1184
19.6850,0.0000,0.0000,1.0570
19.6900,0.0000,0.0000,1.1231
19.6950,0.0000,0.0000,0.9763
19.7000,0.0000,0.0000,1.0283
19.7050,0.0000,0.0000,0.8483
19.7100,0.0000,0.0000,0.8137
19.7150,0.0000,0.0000,1.1479
19.7200,0.0000,0.0000,0.8813
19.7250,0.0000,0.0000,0.7258
19.7300,0.0000,0.0000,0.8760
19.7350,0.0000,0.0000,0.9495
19.7400,0.0000,0.0000,0.9278
19.7450,0.0000,0.0000,0.8469
19.7500,0.0000,0.0000,1.0405
19.7550,0.0000,0.0000,0.9782
19.7600,0.0000,0.0000,1.1452
19.7650,0.0000,0.0000,0.9345
19.7700,0.0000,0.0000,1.1752
19.7750,0.0000,0.0000,1.0205
19.7800,0.0000,0.0000,0.9815
19.7850,0.0000,0.0000,0.9430
19.7900,0.0000,0.0000,1.0547
19.7950,0.0000,0.0000,0.9762
19.8000,0.0000,0.0000,0.7925
19.8050,0.0000,0.0000,0.9736
19.8100,0.0000,0.0000,0.8718
19.8150,0.0000,0.0000,0.9910
19.8200,0.0000,0.0000,0.8156
19.8250,0.0000,0.0000,1.0075
19.8300,0.0000,0.0000,1.2208
19.8350,0.0000,0.0000,0.9118
19.8400,0.0000,0.0000,1.2016
19.8450,0.0000,0.0000,0.9709
19.8500,0.0000,0.0000,0.8748
19.8550,0.0000,0.0000,1.0025
19.8600,0.0000,0.0000,1.2156
19.8650,0.0000,0.0000,0.8423
19.8700,0.0000,0.0000,0.9211
19.8750,0.0000,0.0000,1.1881
19.8800,0.0000,0.0000,0.9653
19.8850,0.0000,0.0000,1.0222
19.8900,0.0000,0.0000,0.7366
19.8950,0.0000,0.0000,1.0344
19.9000,0.0000,0.0000,0.7753
19.9050,0.0000,0.0000,0.9445
19.9100,0.0000,0.0000,1.1082
19.9150,0.0000,0.0000,0.8121
19.9200,0.0000,0.0000,0.9138
19.9250,0.0000,0.0000,1.2448
19.9300,0.0000,0.0000,1.1160
19.9350,0.0000,0.0000,1.0663
19.9400,0.0000,0.0000,2.7624
19.9450,0.0000,0.0000,2.7198
19.9500,0.0000,0.0000,2.8271
19.9550,0.0000,0.0000,2.5176
19.9600,0.0000,0.0000,2.8159
19.9650,0.0000,0.0000,2.6555
19.9700,0.0000,0.0000,2.5916
19.9750,0.0000,0.0000,2.6544
19.9800,0.0000,0.0000,2.4037
19.9850,0.0000,0.0000,2.6890
19.9900,0.0000,0.0000,2.5387
19.9950,0.0000,0.0000,2.8642
20.0000,0.0000,0.0000,0.0076
20.0050,0.0000,0.0000,0.0175
20.0100,0.0000,0.0000,0.0290
20.0150,0.0000,0.0000,0.0733
20.0200,0.0000,0.0000,0.1470
20.0250,0.0000,0.0000,0.0045
20.0300,0.0000,0.0000,0.0128
20.0350,0.0000,0.0000,0.0932
20.0400,0.0000,0.0000,0.0337
20.0450,0.0000,0.0000,0.0109
20.0500,0.0000,0.0000,0.0731
20.0550,0.0000,0.0000,0.0283
20.0600,0.0000,0.0000,0.0444
20.0650,0.0000,0.0000,0.0145
20.0700,0.0000,0.0000,0.0058
20.0750,0.0000,0.0000,0.0237
20.0800,0.0000,0.0000,0.0082
20.0850,0.0000,0.0000,0.0453
20.0900,0.0000,0.0000,0.0431
20.0950,0.0000,0.0000,0.0497
20.1000,0.0000,0.0000,0.0160
20.1050,0.0000,0.0000,0.0100
20.1100,0.0000,0.0000,0.0139
20.1150,0.0000,0.0000,0.0510
20.1200,0.0000,0.0000,0.0800
20.1250,0.0000,0.0000,0.0615
20.1300,0.0000,0.0000,0.0312
20.1350,0.0000,0.0000,0.0853
20.1400,0.0000,0.0000,0.0766
20.1450,0.0000,0.0000,0.0944
20.1500,0.0000,0.0000,0.0828
20.1550,0.0000,0.0000,0.0580
20.1600,0.0000,0.0000,0.0461
20.1650,0.0000,0.0000,0.0028
20.1700,0.0000,0.0000,0.0648
20.1750,0.0000,0.0000,0.0309
20.1800,0.0000,0.0000,0.0226
20.1850,0.0000,0.0000,0.0338
20.1900,0.0000,0.0000,0.0161
20.1950,0.0000,0.0000,0.0501
20.2000,0.0000,0.0000,0.0750
20.2050,0.0000,0.0000,0.0086
20.2100,0.0000,0.0000,0.0463
20.2150,0.0000,0.0000,0.0291
20.2200,0.0000,0.0000,0.0520
20.2250,0.0000,0.0000,0.0351
20.2300,0.0000,0.0000,0.0701
20.2350,0.0000,0.0000,0.0120
20.2400,0.0000,0.0000,0.0320
20.2450,0.0000,0.0000,0.0799
20.2500,0.0000,0.0000,0.0718
20.2550,0.0000,0.0000,0.0089
20.2600,0.0000,0.0000,0.0710
20.2650,0.0000,0.0000,0.0087
20.2700,0.0000,0.0000,0.0148
20.2750,0.0000,0.0000,0.0633
20.2800,0.0000,0.0000,0.0507
20.2850,0.0000,0.0000,0.0081
20.2900,0.0000,0.0000,0.0190
20.2950,0.0000,0.0000,0.1216
20.3000,0.0000,0.0000,0.0061
20.3050,0.0000,0.0000,0.0465
20.3100,0.0000,0.0000,0.0147
20.3150,0.0000,0.0000,0.0097
20.3200,0.0000,0.0000,0.0749
20.3250,0.0000,0.0000,0.0577
20.3300,0.0000,0.0000,0.0097
20.3350,0.0000,0.0000,0.0751
20.3400,0.0000,0.0000,0.0453
20.3450,0.0000,0.0000,0.0055
20.3500,0.0000,0.0000,0.0756
20.3550,0.0000,0.0000,0.0231
20.3600,0.0000,0.0000,0.0571
20.3650,0.0000,0.0000,0.0057
20.3700,0.0000,0.0000,0.0016
20.3750,0.0000,0.0000,0.0613
20.3800,0.0000,0.0000,0.0346
20.3850,0.0000,0.0000,0.1244
20.3900,0.0000,0.0000,0.0446
20.3950,0.0000,0.0000,0.0138
20.4000,0.0000,0.0000,0.0407
20.4050,0.0000,0.0000,0.0134
20.4100,0.0000,0.0000,0.0414
20.4150,0.0000,0.0000,0.0628
20.4200,0.0000,0.0000,0.0275
20.4250,0.0000,0.0000,0.0034
20.4300,0.0000,0.0000,0.0182
20.4350,0.0000,0.0000,0.0393
20.4400,0.0000,0.0000,0.0229
20.4450,0.0000,0.0000,0.0060
20.4500,0.0000,0.0000,0.0165
20.4550,0.0000,0.0000,0.0132
20.4600,0.0000,0.0000,0.0686
20.4650,0.0000,0.0000,0.0417
20.4700,0.0000,0.0000,0.0236
20.4750,0.0000,0.0000,0.0298
20.4800,0.0000,0.0000,0.0068
20.4850,0.0000,0.0000,0.0034
20.4900,0.0000,0.0000,0.0064
20.4950,0.0000,0.0000,0.0575
20.5000,0.0000,0.0000,0.0511
20.5050,0.0000,0.0000,0.0087
20.5100,0.0000,0.0000,0.0059
20.5150,0.0000,0.0000,0.0707
20.5200,0.0000,0.0000,0.0618
20.5250,0.0000,0.0000,0.0284
20.5300,0.0000,0.0000,0.0353
20.5350,0.0000,0.0000,0.1063
20.5400,0.0000,0.0000,0.0538
20.5450,0.0000,0.0000,0.0294
20.5500,0.0000,0.0000,0.0668
20.5550,0.0000,0.0000,0.0735
20.5600,0.0000,0.0000,0.0500
20.5650,0.0000,0.0000,0.0908
20.5700,0.0000,0.0000,0.0494
20.5750,0.0000,0.0000,0.0072
20.5800,0.0000,0.0000,0.0628
20.5850,0.0000,0.0000,0.0327
20.5900,0.0000,0.0000,0.0694
20.5950,0.0000,0.0000,0.0308
20.6000,0.0000,0.0000,0.0448
20.6050,0.0000,0.0000,0.0695
20.6100,0.0000,0.0000,0.0779
20.6150,0.0000,0.0000,0.0118
